Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Age_Group,Addicted_Score_Norm,Addiction_Level,Affects_Academic_Performance_Numeric
216,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,22-24,-0.27545316647684354,Medium,0
217,19,Female,Undergraduate,Nepal,6.4,Tiktok,Yes,4.2,6,Single,4,8,19-21,0.9855499657710435,High,1
218,21,Male,Graduate,Pakistan,3.8,Instagram,Yes,8.1,5,In Relationship,3,7,19-21,0.3550483996471,Medium,1
219,20,Female,Undergraduate,Sri Lanka,4.2,Facebook,No,8.9,7,Single,2,5,19-21,-0.9059547326007871,Low,0
220,22,Male,Graduate,Maldives,4.5,Tiktok,Yes,4.1,6,In Relationship,4,8,22-24,0.9855499657710435,High,1
221,19,Female,Undergraduate,Usa,6.5,Instagram,Yes,6.0,5,Single,4,9,19-21,1.616051531894987,High,1
222,21,Male,Graduate,Uk,5.8,Tiktok,Yes,6.5,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
223,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.5,8,Single,2,5,19-21,-0.9059547326007871,Low,0
224,22,Male,Graduate,Germany,4.2,Facebook,No,7.8,7,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
225,19,Female,Undergraduate,Japan,3.8,Line,No,7.9,8,Single,1,3,19-21,-2.166957864848674,Low,0
226,21,Male,Graduate,Italy,5.5,Instagram,Yes,6.8,6,Single,3,7,19-21,0.3550483996471,Medium,1
227,20,Female,Undergraduate,South Korea,5.2,Kakaotalk,Yes,6.5,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium,1
228,22,Male,Graduate,Russia,4.8,Vkontakte,No,7.2,7,Single,2,5,22-24,-0.9059547326007871,Low,0
229,19,Female,Undergraduate,Usa,7.0,Tiktok,Yes,5.8,4,In Relationship,4,9,19-21,1.616051531894987,High,1
230,21,Male,Graduate,Uk,5.5,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
231,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
232,22,Male,Graduate,Germany,4.0,Instagram,No,7.9,8,Single,1,4,22-24,-1.5364562987247306,Low,0
233,19,Female,Undergraduate,Japan,3.5,Line,No,8.0,8,Single,1,3,19-21,-2.166957864848674,Low,0
234,21,Male,Graduate,Italy,5.7,Tiktok,Yes,6.5,5,In Relationship,3,8,19-21,0.9855499657710435,High,1
235,20,Female,Undergraduate,South Korea,5.0,Kakaotalk,Yes,6.8,6,Single,3,6,19-21,-0.27545316647684354,Medium,1
236,22,Male,Graduate,Russia,4.5,Vkontakte,No,7.4,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
237,19,Female,Undergraduate,Usa,6.8,Instagram,Yes,5.9,4,Single,4,9,19-21,1.616051531894987,High,1
238,21,Male,Graduate,Uk,5.6,Facebook,Yes,6.6,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
239,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Single,2,5,19-21,-0.9059547326007871,Low,0
240,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
241,19,Female,Undergraduate,Japan,3.7,Line,No,7.8,8,Single,1,3,19-21,-2.166957864848674,Low,0
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,19-21,0.3550483996471,Medium,1
243,20,Female,Undergraduate,South Korea,5.1,Kakaotalk,Yes,6.6,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium,1
244,22,Male,Graduate,Russia,4.7,Vkontakte,No,7.3,7,Single,2,5,22-24,-0.9059547326007871,Low,0
245,19,Female,Undergraduate,Usa,6.9,Tiktok,Yes,5.7,4,In Relationship,4,9,19-21,1.616051531894987,High,1
246,21,Male,Graduate,Uk,5.7,Instagram,Yes,6.4,6,Single,3,7,19-21,0.3550483996471,Medium,1
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Single,1,4,22-24,-1.5364562987247306,Low,0
249,19,Female,Undergraduate,Japan,3.6,Line,No,8.1,8,Single,1,3,19-21,-2.166957864848674,Low,0
250,21,Male,Graduate,Italy,5.6,Tiktok,Yes,6.6,5,In Relationship,3,8,19-21,0.9855499657710435,High,1
251,20,Female,Undergraduate,South Korea,4.9,Kakaotalk,Yes,6.9,6,Single,3,6,19-21,-0.27545316647684354,Medium,1
252,22,Male,Graduate,Russia,4.6,Vkontakte,No,7.5,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
253,19,Female,Undergraduate,Usa,6.7,Instagram,Yes,5.8,4,Single,4,9,19-21,1.616051531894987,High,1
254,21,Male,Graduate,Uk,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
255,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Single,2,5,19-21,-0.9059547326007871,Low,0
256,22,Male,Graduate,Germany,4.0,Facebook,No,7.6,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
257,19,Female,Undergraduate,Japan,3.4,Line,No,8.2,8,Single,1,3,19-21,-2.166957864848674,Low,0
258,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Single,3,7,19-21,0.3550483996471,Medium,1
259,20,Female,Undergraduate,South Korea,5.0,Kakaotalk,Yes,6.7,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium,1
260,22,Male,Graduate,Russia,4.4,Vkontakte,No,7.6,7,Single,2,5,22-24,-0.9059547326007871,Low,0
261,19,Female,Undergraduate,Usa,6.6,Tiktok,Yes,5.6,4,In Relationship,4,9,19-21,1.616051531894987,High,1
262,21,Male,Graduate,Uk,5.3,Instagram,Yes,6.3,6,Single,3,7,19-21,0.3550483996471,Medium,1
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Single,1,4,22-24,-1.5364562987247306,Low,0
265,19,Female,Undergraduate,Japan,3.3,Line,No,8.3,8,Single,1,3,19-21,-2.166957864848674,Low,0
266,21,Male,Graduate,Italy,5.2,Tiktok,Yes,6.9,5,In Relationship,3,8,19-21,0.9855499657710435,High,1
267,20,Female,Undergraduate,South Korea,4.8,Kakaotalk,Yes,7.0,6,Single,3,6,19-21,-0.27545316647684354,Medium,1
268,22,Male,Graduate,Russia,4.3,Vkontakte,No,7.7,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
269,19,Female,Undergraduate,Usa,6.4,Instagram,Yes,5.7,4,Single,4,9,19-21,1.616051531894987,High,1
270,21,Male,Graduate,Uk,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5,19-21,-0.9059547326007871,Low,0
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4,22-24,-1.5364562987247306,Low,0
273,19,Female,Undergraduate,Japan,3.2,Line,No,8.4,8,Single,1,3,19-21,-2.166957864848674,Low,0
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,19-21,0.3550483996471,Medium,1
275,20,Female,Undergraduate,South Korea,4.7,Kakaotalk,Yes,7.1,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium,1
276,22,Male,Graduate,Russia,4.2,Vkontakte,No,7.8,7,Single,2,5,22-24,-0.9059547326007871,Low,0
277,19,Female,Undergraduate,Usa,6.6,Tiktok,Yes,5.5,4,In Relationship,4,9,19-21,1.616051531894987,High,1
278,21,Male,Graduate,Uk,5.1,Instagram,Yes,6.5,6,Single,3,7,19-21,0.3550483996471,Medium,1
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4,22-24,-1.5364562987247306,Low,0
281,19,Female,Undergraduate,Japan,3.1,Line,No,8.5,8,Single,1,3,19-21,-2.166957864848674,Low,0
282,21,Male,Graduate,Italy,5.3,Tiktok,Yes,6.8,5,In Relationship,3,8,19-21,0.9855499657710435,High,1
283,20,Female,Undergraduate,South Korea,4.6,Kakaotalk,Yes,7.2,6,Single,3,6,19-21,-0.27545316647684354,Medium,1
284,22,Male,Graduate,Russia,4.1,Vkontakte,No,7.9,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
285,19,Female,Undergraduate,Usa,6.7,Instagram,Yes,5.4,4,Single,4,9,19-21,1.616051531894987,High,1
286,21,Male,Graduate,Uk,5.0,Facebook,Yes,6.6,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2,5,19-21,-0.9059547326007871,Low,0
288,22,Male,Graduate,Germany,3.5,Facebook,No,8.0,8,In Relationship,1,4,22-24,-1.5364562987247306,Low,0
289,19,Female,Undergraduate,Japan,3.0,Line,No,8.6,8,Single,1,3,19-21,-2.166957864848674,Low,0
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3,7,19-21,0.3550483996471,Medium,1
291,20,Female,Undergraduate,South Korea,4.5,Kakaotalk,Yes,7.3,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium,1
292,22,Male,Graduate,Russia,4.0,Vkontakte,No,8.0,7,Single,2,5,22-24,-0.9059547326007871,Low,0
293,19,Female,Undergraduate,Usa,6.8,Tiktok,Yes,5.3,4,In Relationship,4,9,19-21,1.616051531894987,High,1
294,21,Male,Graduate,Uk,4.9,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,22-24,-1.5364562987247306,Low,0
297,19,Female,Undergraduate,Japan,2.9,Line,No,8.7,8,Single,1,3,19-21,-2.166957864848674,Low,0
298,21,Male,Graduate,Italy,5.1,Tiktok,Yes,7.0,5,In Relationship,3,8,19-21,0.9855499657710435,High,1
299,20,Female,Undergraduate,South Korea,4.4,Kakaotalk,Yes,7.4,6,Single,3,6,19-21,-0.27545316647684354,Medium,1
300,22,Male,Graduate,Russia,3.9,Vkontakte,No,8.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
301,19,Female,Undergraduate,Usa,6.9,Instagram,Yes,5.2,4,Single,4,9,19-21,1.616051531894987,High,1
302,21,Male,Graduate,Uk,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,19-21,-0.9059547326007871,Low,0
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4,22-24,-1.5364562987247306,Low,0
305,19,Female,Undergraduate,Japan,2.8,Line,No,8.8,8,Single,1,3,19-21,-2.166957864848674,Low,0
306,21,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5,Single,3,7,19-21,0.3550483996471,Medium,1
307,20,Female,Undergraduate,South Korea,4.3,Kakaotalk,Yes,7.5,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium,1
308,22,Male,Graduate,Russia,3.8,Vkontakte,No,8.2,7,Single,2,5,22-24,-0.9059547326007871,Low,0
309,19,Female,Undergraduate,Usa,7.0,Tiktok,Yes,5.1,4,In Relationship,4,9,19-21,1.616051531894987,High,1
310,21,Male,Graduate,Uk,4.7,Instagram,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
311,20,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,22-24,-1.5364562987247306,Low,0
313,19,Female,Undergraduate,Japan,2.7,Line,No,8.9,8,Single,1,3,19-21,-2.166957864848674,Low,0
314,21,Male,Graduate,Italy,4.9,Tiktok,Yes,7.2,5,In Relationship,3,8,19-21,0.9855499657710435,High,1
315,20,Female,Undergraduate,South Korea,4.2,Kakaotalk,Yes,7.6,6,Single,3,6,19-21,-0.27545316647684354,Medium,1
316,22,Male,Graduate,Russia,3.7,Vkontakte,No,8.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
317,19,Female,Undergraduate,Usa,7.1,Instagram,Yes,5.0,4,Single,4,9,19-21,1.616051531894987,High,1
318,21,Male,Graduate,Uk,4.6,Facebook,Yes,7.0,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,19-21,-0.9059547326007871,Low,0
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,22-24,-1.5364562987247306,Low,0
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,19-21,0.3550483996471,Medium,1
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,19-21,-1.5364562987247306,Low,0
323,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
324,22,Male,Graduate,India,5.8,Whatsapp,Yes,6.5,5,In Relationship,4,8,22-24,0.9855499657710435,High,1
325,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2,4,19-21,-1.5364562987247306,Low,0
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
327,20,Female,Undergraduate,Usa,6.8,Tiktok,Yes,5.5,5,In Relationship,4,9,19-21,1.616051531894987,High,1
328,22,Male,Graduate,Mexico,5.6,Whatsapp,Yes,6.6,6,Single,3,7,22-24,0.3550483996471,Medium,1
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
331,20,Female,Undergraduate,Spain,5.1,Tiktok,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
334,21,Male,Graduate,India,5.9,Whatsapp,Yes,6.4,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2,4,19-21,-1.5364562987247306,Low,0
336,22,Male,Graduate,Turkey,5.4,Tiktok,Yes,6.8,6,Single,3,7,22-24,0.3550483996471,Medium,1
337,19,Female,Undergraduate,Usa,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,19-21,1.616051531894987,High,1
338,21,Male,Graduate,Mexico,5.7,Whatsapp,Yes,6.5,6,Single,3,7,19-21,0.3550483996471,Medium,1
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
340,22,Male,Graduate,Canada,5.2,Tiktok,Yes,7.0,6,Single,3,7,22-24,0.3550483996471,Medium,1
341,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2,4,19-21,-1.5364562987247306,Low,0
343,20,Female,Undergraduate,Ireland,4.7,Tiktok,Yes,7.2,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
344,22,Male,Graduate,India,6.0,Whatsapp,Yes,6.3,5,In Relationship,4,8,22-24,0.9855499657710435,High,1
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4,19-21,-1.5364562987247306,Low,0
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
347,20,Female,Undergraduate,Usa,7.0,Tiktok,Yes,5.3,5,In Relationship,4,9,19-21,1.616051531894987,High,1
348,22,Male,Graduate,Mexico,5.8,Whatsapp,Yes,6.4,6,Single,3,7,22-24,0.3550483996471,Medium,1
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,19-21,0.3550483996471,Medium,1
351,20,Female,Undergraduate,Spain,4.9,Tiktok,Yes,7.0,6,Single,3,7,19-21,0.3550483996471,Medium,1
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
354,21,Male,Graduate,India,6.1,Whatsapp,Yes,6.2,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,4,19-21,-1.5364562987247306,Low,0
356,22,Male,Graduate,Turkey,5.2,Tiktok,Yes,7.0,6,Single,3,7,22-24,0.3550483996471,Medium,1
357,19,Female,Undergraduate,Usa,7.1,Instagram,Yes,5.2,5,In Relationship,4,9,19-21,1.616051531894987,High,1
358,21,Male,Graduate,Mexico,5.9,Whatsapp,Yes,6.3,6,Single,3,7,19-21,0.3550483996471,Medium,1
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
360,22,Male,Graduate,Canada,5.0,Tiktok,Yes,7.2,6,Single,3,7,22-24,0.3550483996471,Medium,1
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7,19-21,0.3550483996471,Medium,1
362,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2,4,19-21,-1.5364562987247306,Low,0
363,20,Female,Undergraduate,Ireland,4.5,Tiktok,Yes,7.4,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
364,22,Male,Graduate,India,6.2,Whatsapp,Yes,6.1,5,In Relationship,4,8,22-24,0.9855499657710435,High,1
365,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,19-21,-1.5364562987247306,Low,0
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,7,19-21,0.3550483996471,Medium,1
367,20,Female,Undergraduate,Usa,7.2,Tiktok,Yes,5.1,5,In Relationship,4,9,19-21,1.616051531894987,High,1
368,22,Male,Graduate,Mexico,6.0,Whatsapp,Yes,6.2,6,Single,3,7,22-24,0.3550483996471,Medium,1
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
370,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3,7,19-21,0.3550483996471,Medium,1
371,20,Female,Undergraduate,Spain,4.7,Tiktok,Yes,7.2,6,Single,3,7,19-21,0.3550483996471,Medium,1
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
374,21,Male,Graduate,India,6.3,Whatsapp,Yes,6.0,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
375,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2,4,19-21,-1.5364562987247306,Low,0
376,22,Male,Graduate,Turkey,5.0,Tiktok,Yes,7.2,6,Single,3,7,22-24,0.3550483996471,Medium,1
377,19,Female,Undergraduate,Usa,7.3,Instagram,Yes,5.0,5,In Relationship,4,9,19-21,1.616051531894987,High,1
378,21,Male,Graduate,Mexico,6.1,Whatsapp,Yes,6.1,6,Single,3,7,19-21,0.3550483996471,Medium,1
379,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
380,22,Male,Graduate,Canada,4.8,Tiktok,Yes,7.4,6,Single,3,7,22-24,0.3550483996471,Medium,1
381,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,7,19-21,0.3550483996471,Medium,1
382,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2,4,19-21,-1.5364562987247306,Low,0
383,20,Female,Undergraduate,Ireland,4.3,Tiktok,Yes,7.6,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
384,22,Male,Graduate,India,6.4,Whatsapp,Yes,5.9,5,In Relationship,4,8,22-24,0.9855499657710435,High,1
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,4,19-21,-1.5364562987247306,Low,0
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,19-21,0.3550483996471,Medium,1
387,20,Female,Undergraduate,Usa,7.4,Tiktok,Yes,4.9,5,In Relationship,4,9,19-21,1.616051531894987,High,1
388,22,Male,Graduate,Mexico,6.2,Whatsapp,Yes,6.0,6,Single,3,7,22-24,0.3550483996471,Medium,1
389,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7,19-21,0.3550483996471,Medium,1
391,20,Female,Undergraduate,Spain,4.5,Tiktok,Yes,7.4,6,Single,3,7,19-21,0.3550483996471,Medium,1
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
394,21,Male,Graduate,India,6.5,Whatsapp,Yes,5.8,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
395,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,4,19-21,-1.5364562987247306,Low,0
396,22,Male,Graduate,Turkey,4.8,Tiktok,Yes,7.4,6,Single,3,7,22-24,0.3550483996471,Medium,1
397,19,Female,Undergraduate,Usa,7.5,Instagram,Yes,4.8,5,In Relationship,4,9,19-21,1.616051531894987,High,1
398,21,Male,Graduate,Mexico,6.3,Whatsapp,Yes,5.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
399,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
400,22,Male,Graduate,Canada,4.6,Tiktok,Yes,7.6,6,Single,3,7,22-24,0.3550483996471,Medium,1
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,19-21,0.3550483996471,Medium,1
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,19-21,-1.5364562987247306,Low,0
403,20,Female,Undergraduate,Ireland,4.1,Tiktok,Yes,7.8,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
404,22,Male,Graduate,India,6.6,Whatsapp,Yes,5.7,5,In Relationship,4,8,22-24,0.9855499657710435,High,1
405,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,19-21,-1.5364562987247306,Low,0
406,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3,7,19-21,0.3550483996471,Medium,1
407,20,Female,Undergraduate,Usa,7.6,Tiktok,Yes,4.7,5,In Relationship,4,9,19-21,1.616051531894987,High,1
408,22,Male,Graduate,Mexico,6.4,Whatsapp,Yes,5.8,6,Single,3,7,22-24,0.3550483996471,Medium,1
409,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
410,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
411,20,Female,Undergraduate,Spain,4.3,Tiktok,Yes,7.6,6,Single,3,7,19-21,0.3550483996471,Medium,1
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
413,19,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
414,21,Male,Graduate,India,6.7,Whatsapp,Yes,5.6,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
415,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2,4,19-21,-1.5364562987247306,Low,0
416,22,Male,Graduate,Turkey,4.6,Tiktok,Yes,7.6,6,Single,3,7,22-24,0.3550483996471,Medium,1
417,19,Female,Undergraduate,Usa,7.7,Instagram,Yes,4.6,5,In Relationship,4,9,19-21,1.616051531894987,High,1
418,21,Male,Graduate,Mexico,6.5,Whatsapp,Yes,5.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
420,22,Male,Graduate,Canada,4.4,Tiktok,Yes,7.8,6,Single,3,7,22-24,0.3550483996471,Medium,1
421,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
422,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2,4,19-21,-1.5364562987247306,Low,0
423,20,Female,Undergraduate,Ireland,3.9,Tiktok,Yes,8.0,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
424,22,Male,Graduate,India,6.8,Whatsapp,Yes,5.5,5,In Relationship,4,8,22-24,0.9855499657710435,High,1
425,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,4,19-21,-1.5364562987247306,Low,0
426,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
427,20,Female,Undergraduate,Usa,7.8,Tiktok,Yes,4.5,5,In Relationship,4,9,19-21,1.616051531894987,High,1
428,22,Male,Graduate,Mexico,6.6,Whatsapp,Yes,5.6,6,Single,3,7,22-24,0.3550483996471,Medium,1
429,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
430,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
431,20,Female,Undergraduate,Spain,4.1,Tiktok,Yes,7.8,6,Single,3,7,19-21,0.3550483996471,Medium,1
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
433,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
434,21,Male,Graduate,India,6.9,Whatsapp,Yes,5.4,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
435,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8,Single,2,4,19-21,-1.5364562987247306,Low,0
436,22,Male,Graduate,Turkey,4.4,Tiktok,Yes,7.8,6,Single,3,7,22-24,0.3550483996471,Medium,1
